indx;name;lat;lon
28823;Тукан;53.87;57.42
28826;Федоровка;53.17;55.18
28827;Стерлибашево;53.43;55.25
28831;Белорецк;53.93;58.33
28837;Башгосзаповедник;53.33;57.78
28843;Комсомолец;53.78;62.1
28856;Михайловка;53.62;64.27
28861;Новопокровка;53.83;65.25
28862;Свх.Восход;53.75;66.42
28863;Сергеевка;53.88;67.42
28873;Красноармейск;53.83;69.48
28875;Летовочная;53.73;68.98
28877;Володарское;53.32;68.1
28884;Чкалово;53.62;70.47
28886;Кзылту;53.63;72.37
28894;Свх.Озерный;53.7;73.15
28900;Самара I;53.15;50.13
28901;Аглос;53.05;50.2
28902;Самара Амц;53.5;50.17
28908;Авангард З/Совхоз;52.61;51.27
28916;Шарлык;52.93;54.75
28926;Кананикольское;52.78;57.47
28927;Кумертау;52.77;55.78
28928;Мраково;52.72;56.63
28935;Сибай;52.67;58.67
28938;Баймак;52.6;58.33
28943;Есенкульская;53.2;62.28
28948;Аршалинский;52.72;61.2
29103;Катыльга;59.04;76.44
29154;Усть-Озерное;58.88;87.75
29241;Белый Яр;58.56;85.1
29289;Гонда;57.92;97.22
29325;Парбиг;57.27;81.4
29339;Красный Яр;57.13;84.53
29356;Чиндат;57.36;89.31
29376;Бурный;57.4;94.9
29492;Выдрино-На-Чуне;56.83;99.03
29536;Юрга;55.71;84.83
29552;Тяжин;56.11;88.51
29553;Боготол;56.23;89.58
29558;Шарыпово;55.53;89.2
29561;Назарово;56.03;90.31
29562;Кемчуг;56.1;91.66
29571;Минино;56.07;92.73
29572;Емельяново;56.18;92.62
29574;Красноярск II;56;92.88
29580;Солянка;56.02;95.27
29583;Ключи;56.11;97.31
29641;Топки;55.28;85.6
29644;Промышленная;54.95;85.66
29653;Ужур;55.3;89.81
29673;Вершино-Рыбное;55.27;94.3
29675;Колба;55.11;93.33
29752;Ненастная;54.75;88.81
29761;Первомайское;54.73;90.86
29768;Лебяжье;54.2;91.58
29771;Щетинкино;54.53;93.43
29794;Нерой;54.46;97.83
29807;Иртышск;53.35;75.45
29808;Федоровская;53.37;76.32
29816;Хабары;53.61;79.55
29817;Лозовое;53.27;77.8
29822;Камень-На-Оби;53.8;81.33
29827;Баево;53.26;80.76
29832;Тальменка;53.81;83.91
29836;Заринск;53.75;84.93
29837;Шелаболиха;53.41;82.61
29839;Барнаул II;53.34;83.81
29848;Тогул;53.46;85.91
29865;Абакан;53.75;91.4
29866;Минусинск;53.7;91.7
29900;Краснокутск;53;76
29906;Успенка;52.93;77.42
29915;Славгород;52.96;78.65
29916;Благовещенка;52.77;79.83
29923;Ребриха;53.06;82.3
29928;Мамонтово;52.7;81.62
29936;Троицкое;52.98;84.66
29937;Алейская;52.51;82.76
29939;Бийск-Зональная;52.68;84.95
29941;Целинное;53.13;85.83
29947;Бийск;52.46;85.36
29973;Верхний Амыл;53.13;94.5
29974;Оленья Речка;52.8;93.23
30102;Кежма;58.97;101.08
30138;Чечуйск;58.09;108.68
30142;Визирный;58.88;111.25
30151;Воронцовка;58.84;112.9
30165;Светлый;58.41;116.01
30209;Ершово;57.12;102.3
30219;Максимово;57.1;104.97
30246;Конкудера;57.57;112.5
30252;Мамакан;57.82;114.02
30255;Таежная;57.18;114
30263;Ничатка;57.73;117.55
30305;Кобляково;56.58;101.43
30308;Вихоревка;56.17;101.17
30322;Звездный;56.75;106.48
30333;Ангаракан;56.28;113.37
30364;Муй;56.5;115.66
30376;Наминга;56.63;118.53
30406;Калтук;55.68;101.75
30413;Коченга;55.92;104.1
30418;Подволочное;55.2;103.37
30424;Головское;55.47;105.48
30430;Кунерма;55.8;108.4
30432;Гоуджекит;55.7;109.05
30436;Байкальское;55.33;109.18
30439;Томпа;55.11;109.75
30442;Кумора;55.88;111.22
30457;Баунт;55.27;113.13
30498;Елгакан;55.5;123.28
30509;Саянск;54.05;102.12
30519;Лукиново;54.18;104.7
30536;Баргузинский Зап.;54.33;109.53
30542;Тасса;54.85;111.15
30545;Икатский Перевал;54.37;111.48
30550;Усойский Хребет;54.52;113.23
30604;Белозиминская;53.57;100.57
30605;Сарам;53.35;101.2
30611;Новонукутск;53.7;102.68
30615;Оса;53.4;103.87
30616;Кутулик;53.38;102.78
30620;Сарма;53.1;106.83
30629;Хужир;53.2;107.33
30632;О.Бол.Ушканий;53.85;108.58
30637;Узур;53.32;107.73
30638;Нижнее Изголовье;53.45;108.5
30643;Усть-Джилинда;53.67;111.95
30711;Шелехов;52.2;104.08
30712;Усолье-Сибирское;52.75;103.68
30715;Ангарск;52.47;103.84
30716;Хомутово;52.47;104.37
30718;Патроны;52.13;104.47
30726;Сухая;52.56;107.13
30756;Чита (Кадала);52.02;113.33
30803;Аршан;51.92;102.43
30806;Кырен;51.68;102.13
30811;Тунка;51.73;102.53
30815;Хамар-Дабан;51.53;103.6
30816;Выдрино;51.45;104.65
30818;Байкальск;51.64;104.13
30822;Бабушкин;51.71;105.85
30824;Танхой;51.56;105.11
30825;Иволгинск;51.75;107.28
30826;Тарбагатай;51.48;107.37
30828;Иро;51.03;105.98
30831;Улан-Удэ. Аэропорт;51.8;107.43
30832;Илька;51.72;108.5
30833;Кижинга;51.87;109.87
30836;Бада;51.38;109.83
30845;Харагун;51.55;111.18
30849;Горекацан;51.13;111.92
30855;Ульзутуевская;51.65;113.97
30856;Седловая;51.47;114.52
30929;Хамнигадайская;50.12;107.45
30932;Малета;50.83;108.4
30947;Шумиловка;50.06;110.15
30965;Борзя;50.4;116.51
30967;Соловьевск;49.9;115.75
30969;Красный Великан;50.08;117.07
30975;Приаргунск;50.4;119.11
30977;Краснокаменск;50.07;118.15
30978;Кайластуй;49.83;118.38
31062;Югоренок;59.76;137.66
31083;Хейджан;59.96;144.78
31093;Мыс Горбей;59.62;149.11
31096;О. Спафарьева;59.15;149.03
31163;Энкан;57.77;140.32
31235;Джана;55.33;134.5
31288;Тором;54.07;135.78
31331;Баладек;53.66;133.08
31346;Тугур;53.77;136.8
31364;Кульчи;53.57;139.65
31371;Черняево;52.78;126
31377;Аносово;52.17;126.58
31384;Гарь;52.56;129.07
31421;Гуга;52.7;137.53
31436;Джаоре;52.4;141.17
31437;Сомнительный Прииск;52.17;139.17
31441;Саскаль;51.65;126.92
31457;Маргаритовка;51.33;129.22
31482;Дуки;51.72;135.92
31497;Бактор;51.13;137.43
31509;Де-Кастри;51.47;140.77
31517;Садовое;50.22;127.88
31521;Братолюбовка;50.78;129.33
31524;Екатеринославка;50.37;129.08
31573;Сизиман;50.73;140.42
31577;Сихотэ-Алинь;50.17;139.03
31586;Константиновка;49.62;127.97
31587;Поярково;49.61;128.65
31593;Хара;49.82;130.88
31618;Бира;49.02;132.47
31628;Кукан;49.2;133.47
31636;Неран;49.54;134.72
31651;Болонь;49.9;136.13
31653;Верхний Нерген;49.83;136.78
31661;Анюй;49.23;137.12
31703;Биракан;49;131.72
31704;Помпеевка;48.34;130.79
31724;Желтый Яр;48.57;133.05
31734;Хабаровск I;48.52;135.12
31736;Хабаровск III;48.52;135.22
31823;Гроссевичи;47.97;139.52
31869;Монерон;46.25;141.26
31921;Астраханка;44.71;132.06
31928;Халкидон;44.27;132.4
31931;Свиягино;44.8;133.08
31962;Приморская Воднобал.;43.63;132.23
31966;Тереновка;43.55;131.88
31967;Гамов;42.55;131.21
31969;Посьет;42.65;130.8
31977;Владивосток;43.27;132.05
31993;Фурманово;43.98;134.68
32004;Рыбновск;53.25;141.8
32057;Адо-Тымово;51.13;142.66
32091;Победино;49.83;142.82
32131;Взморье;47.85;142.53
32165;Южно-Курильск;44.01;145.81
32166;Малокурильское;43.53;146.5
32195;Симушир;46.85;151.86
32207;Матуа;48.06;153.22
32212;Шумшу;50.65;156.4
32215;Северо-Курильск;50.68;156.13
32217;Мыс Васильева;50.02;155.25
32222;Теви;59.6;160.75
32285;О.Птичий;57.17;156.6
32287;Усть-Хайрюзово;57.08;156.7
32331;Начикинская;57.8;162.1
33166;Рыльск;51.56;34.68
34003;Поныри;52.31;36.3
34005;Фатеж;52.05;35.52
34027;Ново-Касторное;51.78;38.13
34056;Ртищево;52.25;43.78
34059;Ростоши;51.87;43.58
34069;Аткарск;51.86;45.02
34072;Карабулак;52.33;46.36
34098;Пугачев;52;48.8
34102;Курчатов;51.65;35.68
34103;Петринка;51.6;36.25
34106;Курск;51.73;36.27
34110;Богородицкое-Фенино;51.1;37.21
34112;Тим;51.61;37.13
34120;Воронеж;51.8;39.22
34121;Нижнедевицк;51.33;38.23
34122;Воронеж I;51.65;39.25
34126;Нововоронеж;51.28;39.22
34139;Каменная Степь;51.03;40.42
34163;Октябрьский Городок;51.63;45.45
34169;Сплавнуха;51.07;45.38
34173;Маркс;51.7;46.73
34186;Ершов;51.33;48.35
34199;Озинки;51.2;49.75
34202;Готня;50.8;35.76
34208;Золочев;50.3;35.95
34213;Новый Оскол;50.75;37.86
34240;Урюпинск;50.8;42
34253;Елань;50.95;43.73
34254;Новоанненский;50.52;42.68
34262;Рудня;50.83;44.56
34267;Даниловка;50.36;44.11
34271;Золотое;50.81;45.87
34273;Красный Кут;50.95;46.96
34283;Орлов Гай;50.92;48.22
34289;Новоузенск;50.43;48.13
34344;Казанская;49.8;41.15
34348;Вешенская;49.63;41.73
34352;Михайловка;50.08;43.27
34356;Фролово;49.79;43.66
34357;Серафимович;49.56;42.75
34362;Ольховка;49.87;44.55
34373;Палласовка;50.04;46.87
34385;Ащиозек;49.77;47.77
34391;Александров-Гай;50.14;48.54
34394;Казталовка;49.83;48.68
34432;Чертково;49.38;40.16
34438;Миллерово;48.93;40.38
34445;Боковская;49.21;41.83
34461;Иловля;49.3;44
34473;Джаныбек;49.4;46.8
34476;Эльтон;49.13;46.85
34494;Курмангазы;49.18;48.88
34535;Каменск-Шахтин;48.33;40.28
34545;Морозовск;48.35;41.86
34552;Калач-На-Дону;48.68;43.48
34554;Обливская;48.55;42.5
34555;Нижний Чир;48.36;43.1
34561;Волгоград. Схи;48.67;44.45
34578;Черный Яр;48.04;46.07
34579;Верхний Баскунчак;48.21;46.73
34588;Суюндук;48.13;47.7
34625;Матвеев Курган;47.56;38.88
34635;Шахты;47.7;40.26
34636;Семикаракорск;47.52;40.83
34644;Константиновск;47.58;41.1
34646;Цимлянск;47.73;42.25
34652;Красноярский;47.9;43.07
34655;Котельниково;47.38;43.09
34662;Малые Дербеты;47.93;44.7
34668;Кетченеры;47.32;44.57
34687;Харабали;47.4;47.25
34699;Мынтюбе;47.43;49.92
34720;Таганрог;47.2;38.95
34719;Должанская;46.68;37.73
34723;Азов;47.11;39.41
34725;Маргаритово;46.93;38.87
34727;Ейск;46.79;38.27
34729;Староминская;46.53;39.02
34731;Ростов-На-Дону II;47.15;39.49
34733;Веселый;47.1;40.75
34735;Зерноград;46.85;40.31
34737;Кущевская;46.56;39.63
34740;Гигант;46.51;41.33
34743;Зимовники;47.15;42.48
34742;Большая Мартыновка;47.23;41.65
34747;Целина;46.55;41.05
34748;Пролетарская;46.42;41.44
34753;Заветное;47.11;43.93
34759;Ремонтное;46.56;43.66
34772;Юста;47.13;46.31
34785;Досанг;46.91;47.93
34824;Приморско-Ахтарск;46.03;38.15
34825;Каневская;46.06;38.96
34834;Сосыка;46.13;39.83
34836;Белая Глина;46.08;40.88
34838;Тихорецк;45.85;40.08
34842;Сальск;46.47;41.52
34845;Городовиковск;46.06;41.96
34848;Красногвардейское;45.83;41.48
34858;Дивное;45.91;43.35
34861;Элиста;46.31;44.3
34868;Ики-Бурул;45.8;44.63
34871;Утта;46.37;46.02
34887;Лиман;45.48;47.13
34894;Зеленга;46.11;48.37
34915;Кубанская;45.31;37.38
34917;Тамань;45.22;36.72
34922;Тимашевск;45.63;38.93
34924;Славянск-На-Кубани;45.28;38.11
34926;Кореновск;45.47;39.48
34928;Белозерный;45.1;38.73
34936;Кропоткин;45.43;40.56
34937;Усть-Лабинск;45.23;39.7
34944;Ново-Александровск;45.5;41.2
34945;Изобильный;45.37;41.7
34949;Ставрополь;45.05;42.01
34958;Благодарный;45.1;43.45
34964;Арзгир;45.4;44.2
34975;Комсомольский;45.35;46.03
34984;Лагань;45.4;47.35
34988;Астраханский П/М;44.45;47.93
34989;О.Искусственный;45.38;47.77
35007;Перелюб;51.86;50.33
35008;Первомайский;51.9;51.65
35011;Сорочинск;52.43;53.13
35015;Нвосергеевка;52.08;53.63
35022;Троицкое;52.33;56.37
35027;Чебеньки;51.9;55.72
35037;Акьяр;51.86;58.18
35038;Энергетик;51.77;58.83
35086;Свх.Минский;52.17;72.33
35120;Соль-Илецк;51.09;55.01
35125;Беляевкаа;51.41;56.41
35126;Кувандык;51.45;57.4
35127;Ак-Булак;51.02;55.63
35133;Адамовка;51.51;59.94
35138;Орск;51.06;58.59
35145;Северный;51.23;61.77
35148;З/Свх Озерный;51.1;60.87
35244;Комсомольское;50.42;60.47
36020;Родино;52.5;80.2
37001;Анапа;44.88;37.28
37002;Крымск;44.92;38
37004;Геленджик;44.56;38.08
37009;Джубга;44.33;38.72
37013;Белореченск;44.75;39.9
37014;Горячий Ключ;44.63;39.1
37017;Горный;44.27;39.27
37018;Туапсе;44.1;39.06
37021;Майкоп;44.61;40.08
37026;Лабинск;44.67;40.75
37027;Даховская;44.22;40.22
37028;Псебай;44.13;40.78
37031;Армавир;44.98;41.11
37035;Отрадная;44.24;41.29
37036;Невинномысск;44.63;41.96
37047;Черкесск;44.23;42.05
37050;Пятигорск;44.05;43.03
37051;Александровское;44.71;43
37056;Зеленокумск;44.26;43.53
37058;Георгиевск;44.09;43.28
37061;Буденновск;44.8;44.16
37071;Нефтекумск;44.78;45.05
37075;Южно-Сухокумск;44.35;45.83
37077;Рощино;44.15;45.2
37079;Терекли-Мектеб;44.08;45.53
37082;Артезиан;44.95;46.72
37089;О-В Тюлений;44.46;47.48
37099;Сочи;43.35;39.46
37104;Ачишхо;43.72;40.15
37107;Красная Поляна;43.68;40.2
37112;Зеленчукская;43.87;41.57
37116;Карачаевск;43.78;41.9
37123;Кисловодск;43.54;42.43
37126;Шаджатмаз;43.73;42.67
37144;Прохладная;43.75;44.05
37145;Моздок;43.73;44.66
37157;Наурская;43.65;45.32
37163;Кизляр;43.86;46.76
37169;Бабаюрт;43.36;46.47
37193;Теберда;43.45;41.72
37196;Клухорский Перевал;43.25;41.83
37204;Терскол;43.25;42.52
37209;Местия;43.05;42.75
37220;Беслан;43.2;44.62
37227;Алагир;43.07;44.25
37218;Назрань;43.15;44.85
37244;Гудермез;43.34;46.11
37248;Хасавюрт;43.16;46.51
37253;О.Чечень;43.97;47.65
37259;Махачкала;43;47.5
37361;Ведено;42.97;46.1
37367;Ботлих;42.41;46.12
37369;Хунзах;42.4;46.7
37461;Сулак Высокогорная;42.37;46.25
37463;Гуниб;42.4;46.97
37470;Дербент;42.06;48.3
37471;Буйнакск;42.81;47.11
37473;Изберг;42.52;47.91
37474;Леваши;42.43;47.33
37475;Сергокала;42.45;47.66
37477;Кулух;42.12;47.12
37478;Махачкала (Уйташ);42.68;47.68
37479;Маджалис;42.13;47.83
37497;Кеда;41.36;41.57
37597;Касумкент;41.66;48.15
37663;Ахты;41.46;47.75
30309;Братск;56.28;101.75
33922;Раздольное;45.78;33.48
33924;Черноморское;45.51;32.7
33929;Евпатория;45.18;33.36
33933;Ишунь;45.91;33.81
33934;Джанкой;45.71;34.4
33939;Клепинино;45.53;34.2
33945;Почтовое;44.83;33.95
33946;Симферополь;45.01;33.98
33955;Симферополь;44.95;34.11
33957;Карагач;44.91;35.21
33958;Ангарский перевал;44.75;34.35
33959;Алушта;44.68;34.41
33961;Стрелковое;45.88;34.88
33962;Нижнеохирск;45.45;34.73
33966;Крымское;45.05;34.6
33973;Владиславовка;45.16;35.36
33976;Феодосия;45.03;35.38
33981;Мысовое;45.45;35.83
33983;Керчь;45.36;36.43
33986;Опасное;45.36;36.63
33990;Ялта;44.5;34.16
33991;Севастополь;44.61;33.53
33994;Херсонес;44.58;33.38
33995;Никитский сад;44.51;34.25
33998;Ай-Петри;44.43;34.08
